CODICE_COMUNE,num_strade,num_civici,num_civici_con_coord,CODICE_ISTAT
E306,47,642,0,007035
E307,57,1018,1,066048
E309,145,2156,0,013118
E310,60,982,0,018077
E311,40,589,0,001122
E313,199,2868,0,015113
E314,103,2480,0,003082
E317,207,2964,6,015114
E320,100,2260,0,038010
E321,181,948,0,102017
E323,194,2173,0,091033
E325,22,65,0,017084
E326,457,5323,0,077013
E327,31,203,0,004103
E328,132,1578,0,079063
E329,150,9088,0,063037
E330,80,1947,22,056031
E332,227,5900,0,071025
E333,192,7950,0,017085
E334,94,724,0,022098
E335,402,5069,0,094023
E336,163,2118,0,111036
E337,193,2288,0,082042
E338,89,1475,0,005059
E339,785,7822,0,101013
E340,196,8180,0,060043
E341,96,2030,0,010027
E342,117,699,0,014035
E343,78,3792,0,067026
E345,13,164,0,001123
E346,43,388,0,008032
E348,133,3990,0,053012
E349,254,4420,2,023040
E350,151,2669,0,082043
E351,24,511,0,041021
E353,27,301,0,016121
E354,165,4310,0,024048
E356,53,620,0,019053
E358,74,1525,0,023041
E360,37,693,0,006087
E363,61,591,0,071026
E364,84,3019,0,017086
E365,97,2308,0,065059
E366,557,8311,0,088005
E367,150,2045,0,012084
E368,19,387,0,001124
E369,190,345,0,007036
E370,49,327,253,016122
E371,61,642,0,007037
E372,590,16870,1084,069099
E373,127,3994,0,026035
E374,116,2116,0,083036
E375,223,11150,0,059010
E376,56,421,0,090032
E377,316,6601,0,090033
E379,275,9246,0,001125
E380,54,1875,0,019054
E381,152,1643,0,070030
E382,57,1223,0,058048
E386,104,1537,0,012085
E387,240,5350,0,091035
E388,515,17880,2,042021
E389,126,243,0,102018
E390,117,1910,0,084019
E391,43,554,0,007038
E392,82,2315,0,058049
E393,38,470,0,057032
E394,49,703,0,001126
E395,175,3461,2,015115
E396,61,2916,0,063038
E397,152,3230,0,064041
E398,91,1947,0,021037
E400,94,2210,2120,095082
E401,66,1116,0,090034
E402,20,739,702,080041
E403,23,352,0,024049
E405,32,593,0,013119
E406,53,712,36,004104
E407,175,2515,0,078062
E409,161,2340,0,076039
E410,94,2796,0,038011
E412,36,1115,0,021038
E413,197,1352,0,050016
E414,103,1419,0,009033
E415,319,8957,0,015116
E416,37,526,0,013120
E417,161,2386,0,078063
E419,60,802,0,078064
E420,29,1004,0,021039
E421,78,2764,0,021040
E422,58,1032,0,016123
E423,120,3118,0,001127
E424,135,1764,0,069045
E425,301,5496,0,090035
E426,152,4469,0,036018
E428,45,969,0,013121
E429,126,3368,0,025026
E430,126,1797,0,004105
E431,206,6243,0,084020
E432,218,6605,0,047005
E433,41,278,0,002067
E434,113,2470,0,021041
E435,451,16153,63,069046
E436,36,567,0,003083
E437,133,1325,0,018078
E438,232,4534,0,034018
E439,34,460,0,018079
E441,276,5819,434,091037
E443,73,680,0,014036
E445,77,2512,0,001128
E447,48,949,0,109009
E448,108,1579,0,064042
E450,54,886,1,078065
E451,102,4357,2,047006
E454,26,625,0,018080
E456,178,3340,0,070031
E457,57,1705,1383,021042
E458,351,3741,15,007040
E459,130,2899,0,082044
E462,20,158,0,013123
E463,780,30839,0,011015
E464,28,214,0,111037
E465,6,303,0,024050
E466,195,8634,0,048024
E467,62,1238,0,056032
E469,376,7772,0,073009
E470,28,1060,1054,007041
E471,253,10492,0,074009
E472,1342,32438,0,059011
E473,204,5872,0,030046
E474,287,3275,0,076040
E475,147,2461,21,078066
E476,61,992,0,030047
E479,321,4547,0,080042
E480,60,1617,0,065060
E481,46,162,0,021043
E482,199,2626,0,076041
E483,244,15544,0,076042
E484,73,838,0,001129
E485,170,2846,0,065061
E486,90,1280,0,065062
E487,78,2119,0,064043
E488,177,4796,0,010028
E489,183,3926,0,023042
E490,19,679,0,025027
E491,46,562,0,021117
E492,41,2867,0,022102
E493,413,15214,507,076043
E494,100,2043,0,012086
E496,220,3722,29,012087
E497,55,594,0,017087
E498,149,1349,0,065063
E500,124,3489,0,022103
E502,328,5138,0,023043
E504,132,2969,0,108025
E505,98,1759,239,066050
E506,2178,49577,716,075035
E507,547,15585,0,097042
E509,64,1778,1762,016124
E510,92,2063,0,012088
E512,551,10238,0,023044
E514,519,11781,147,015118
E515,101,3997,0,028044
E517,74,800,0,091038
E518,187,5351,0,001130
E519,31,1740,0,010029
E520,70,975,0,001131
E522,232,7287,0,029029
E523,54,862,0,083037
E524,28,647,0,016125
E526,484,8756,0,017088
E527,122,1807,0,059012
E528,49,387,0,002068
E530,257,3445,0,108054
E531,106,1052,8,069047
E532,738,20138,0,089011
E535,169,4315,0,057033
E536,505,12353,0,086011
E537,391,6357,0,073010
E538,168,5692,0,075036
E539,57,502,0,004107
E540,16,351,0,004106
E541,358,7068,0,082045
E542,206,5436,0,011016
E543,90,643,12,006088
E544,114,1656,30,003084
E546,37,645,1,004108
E547,97,2196,0,034019
E548,121,1358,0,034038
E549,288,7543,0,071027
E550,97,1876,0,108026
E551,34,1185,0,001132
E553,71,2386,0,030048
E554,91,1880,0,061044
E555,122,1640,1640,083038
E557,101,6545,0,063039
E558,72,1576,0,068020
E559,45,526,0,069048
E560,164,2166,0,011017
E562,70,917,0,016126
E563,355,10361,0,075037
E564,17,318,0,004109
E565,173,3585,0,022104
E566,30,525,0,001133
E569,19,1065,1065,013126
E570,57,644,0,061045
E571,102,1354,0,083039
E573,1229,23505,936,084021
E574,201,3843,0,045009
E576,56,485,0,058051
E578,118,2087,0,087020
E581,71,998,0,097043
E583,27,355,0,002070
E584,272,9945,0,030049
E587,113,463,0,007042
E588,87,3823,0,025029
E589,77,2328,0,062038
E590,212,1675,0,102019
E591,373,8484,0,108027
E592,102,3228,0,028045
E593,82,1363,0,013128
E594,80,1115,0,083040
E596,40,982,0,017089
E597,167,2273,0,004110
E599,137,1043,0,070032
E600,53,1166,0,018081
E602,353,7263,0,087021
E605,182,4881,0,064044
E606,454,3595,0,083041
E607,73,1726,0,013129
E608,26,197,0,018082
E610,82,774,0,015122
E611,42,1012,1,069049
E613,27,678,0,054025
E615,23,303,0,004111
E617,455,13762,0,108028
E618,205,4085,0,085010
E620,35,960,0,063040
E621,160,4114,0,014037
E622,87,1041,0,025030
E623,39,305,0,013130
E624,9,353,0,022106
E625,1048,40857,0,049009
E626,170,2987,0,002071
E627,66,1464,0,098030
E629,272,8873,2377,075038
E630,369,9098,2,073011
E632,183,5100,0,009034
E633,34,286,0,005060
E635,151,2234,0,001134
E638,83,1463,1208,013131
E639,98,1917,0,015125
E640,35,410,0,016127
E644,166,1453,0,091039
E645,632,12533,49,072025
E646,59,537,0,091040
E647,209,3646,0,091041
E648,547,10422,0,098031
E649,33,381,0,091104
E651,134,2344,0,098032
E652,76,1008,0,017090
E654,66,1856,0,017091
E655,144,2327,3,037034
E656,78,1562,8,097044
E659,140,1772,9,013133
E660,47,980,0,001135
E661,51,434,0,001136
E662,85,2135,0,018083
E664,23,405,0,022108
E665,161,1146,0,012089
E666,184,3438,0,012090
E668,184,1120,0,048025
E669,62,978,0,094024
E671,100,2374,0,024051
E673,21,440,0,017093
E674,83,2783,0,083042
E675,141,3297,0,040018
E677,81,832,0,078067
E678,243,5627,0,078068
E679,34,508,21,013134
E680,115,1846,0,049013
E681,82,1389,0,057034
E682,230,7444,0,024052
E683,34,501,22,001137
E684,70,3160,228,028046
E685,45,229,0,103038
E687,39,542,0,025032
E689,96,2106,0,029030
E690,182,5984,0,042022
E691,156,3126,0,068021
E692,123,3983,0,026036
E693,189,3613,1,051020
E694,57,2166,0,043022
E695,47,568,0,010030
E698,38,632,632,017094
E700,148,1614,0,091042
E704,125,2824,424,016128
E705,64,337,0,014038
E706,65,487,0,017095
E707,36,363,0,012091
E708,35,852,0,025033
E709,55,1729,0,028047
E711,52,496,0,002072
E713,31,808,0,056033
E714,141,3138,0,084022
E715,1384,58152,0,046017
E716,546,15270,0,071028
E718,228,2447,12,051021
E719,38,704,0,008033
E722,147,1560,0,070033
E723,326,5837,1,066051
E724,196,2150,1,066052
E726,373,2379,9,033026
E729,142,1483,0,055016
E730,645,21568,21568,039012
E731,57,1648,0,024053
E734,174,4479,0,012092
E735,50,706,0,013135
E736,165,2215,0,091043
E737,30,2094,0,010031
E738,288,12769,0,017096
E742,102,1851,0,111038
E743,64,1051,1,041022
E745,111,2184,0,078069
E746,64,1317,1,064045
E747,238,1927,0,090036
E748,81,670,0,070034
E749,104,1580,1580,013136
E750,43,1081,7,013137
E751,56,815,0,016129
E752,167,2362,0,090037
E753,101,2446,0,013138
E754,246,5288,0,061046
E757,20,201,0,022109
E758,225,3351,0,001139
E759,17,266,0,001140
E760,14,876,0,030051
E761,70,1950,0,029031
E763,41,266,0,001141
E764,30,430,0,021044
E767,41,1040,0,065064
E769,29,294,0,012093
E770,58,329,0,016130
E772,221,3852,0,035026
E773,243,3424,0,078070
E777,14,66,0,098033
E778,97,1442,1055,094025
E779,51,596,0,094026
E780,99,1045,0,070035
E782,37,717,0,001142
E783,419,19285,7,043023
E784,244,4805,0,061047
E785,225,1021,0,041023
E786,94,1897,0,108029
E787,65,539,0,017097
E788,330,6365,0,091044
E789,20,380,0,004112
E790,42,1521,3,103039
E791,171,10404,0,061048
E793,62,1219,0,019055
E794,68,1671,0,016131
E795,56,390,0,103040
E798,101,1551,0,059013
E799,168,845,0,070036
E800,34,354,0,017098
E801,295,7979,0,015130
E803,67,961,961,003088
E804,23,1023,0,018085
E805,636,6995,0,054026
E806,46,1837,0,079068
E807,70,976,0,109010
E808,21,1146,0,004114
E809,38,987,1,004113
E810,106,2690,268,053013
E811,186,2329,1524,066053
E812,141,1441,0,057035
E813,61,689,0,058052
E814,81,537,0,065065
E815,351,9835,1150,075039
E816,42,804,0,009035
E817,32,303,0,001143
E818,47,947,0,020029
E819,237,3417,0,015131
E820,49,1532,0,030052
E821,40,642,16,096030
E825,68,716,0,095083
E829,29,423,0,021045
E830,50,600,0,013139
E833,156,3334,3334,030053
E834,190,5243,0,079069
E835,50,1027,0,078071
E836,174,2537,0,102020
E837,134,4109,0,042023
E838,69,699,0,099022
E839,99,1866,0,065066
E840,47,515,0,098034
E841,86,1195,0,017099
E842,80,1029,0,011018
E843,64,817,0,019056
E844,126,3456,0,037035
E847,67,938,0,030054
E848,112,3357,0,023045
E850,59,1278,0,022110
E851,71,824,0,017100
E852,107,2473,0,098035
E853,105,1557,0,103041
E854,243,5771,0,087022
E855,64,1256,0,083043
E858,49,723,0,097045
E859,76,1005,0,078072
E860,68,960,0,009036
E862,36,1992,0,021046
E863,296,3534,9,012096
E864,306,9580,1,024055
E865,211,3930,0,017101
E868,66,921,0,044027
E869,89,1801,0,083044
E870,32,162,0,006090
E872,96,1558,0,078073
E873,239,2652,0,080044
E874,101,2303,0,091046
E875,572,6027,0,053014
E876,105,667,0,083045
E877,115,2355,2335,111039
E878,180,2584,0,078074
E879,248,2685,0,097046
E880,27,220,0,003090
E882,1167,29790,30,073012
E883,158,3034,0,017102
E884,213,5545,0,017103
E887,167,897,297,004115
E888,88,1580,1,078075
E889,242,4453,0,093025
E891,88,2281,0,064046
E892,209,7677,27,068022
E893,69,2423,0,026037
E894,59,2259,0,004116
E896,31,379,0,014039
E897,755,16995,223,020030
E899,192,4959,0,030055
E900,168,4880,0,058054
E901,168,2729,0,016132
E902,41,718,0,090038
E903,344,6759,0,092037
E904,274,9258,574,036019
E905,82,2008,0,036020
E906,209,8895,0,063041
E907,51,509,420,003091
E908,40,1415,0,058055
E910,147,1973,0,030056
E911,160,1838,0,023046
E912,87,3573,0,024056
E914,140,1907,0,078076
E915,91,1406,0,078077
E917,18,386,0,005061
E919,204,5057,105,076044
E921,152,3172,0,015134
E922,179,4305,21,020031
E923,33,396,0,079071
E924,109,1822,0,058056
E925,84,1619,0,079072
E927,33,317,0,057036
E928,59,1609,0,017104
E929,56,1381,0,012097
E930,136,3193,0,049010
E931,78,1925,0,049011
E932,416,12323,0,061049
E933,92,1877,0,051022
E934,54,1402,0,018086
E936,156,5615,0,027020
E938,49,1071,0,021047
E939,74,1649,1589,004117
E940,149,4868,1,026038
E941,90,742,0,001144
E944,17,265,265,005062
E945,41,672,0,004118
E946,382,5215,0,110005
E947,46,815,0,097047
E949,40,616,4,020032
E951,215,10005,0,013143
E952,32,796,0,031010
E953,120,3409,0,085008
E954,35,2469,0,063042
E955,218,9503,0,063043
E956,129,4420,0,080045
E957,267,5858,0,082046
E958,356,14425,0,058057
E959,26,671,0,021048
E960,67,4056,0,047007
E961,31,767,0,017105
E962,152,3620,0,020033
E963,49,382,0,004119
E965,164,4351,0,012098
E967,52,1421,0,017106
E968,149,2666,0,080046
E970,240,6693,0,024057
E971,761,3398,0,048026
E972,292,4769,0,095025
E973,16,262,0,004120
E974,487,60498,0,081011
E975,952,7329,4185,054027
E976,153,3176,0,076045
E977,165,4448,0,076046
E978,213,3577,0,056034
E979,163,4975,0,075040
E980,161,8246,0,027021
E981,7,342,0,021049
E982,101,4560,0,030057
E983,30,1075,0,019057
E984,60,2544,0,075041
E986,954,22758,2588,073013
E987,166,3588,0,016133
E988,36,462,0,004121
E989,286,6836,0,067047
E990,74,1846,0,079073
E991,68,1341,0,079074
E992,84,678,0,090039
E993,67,1727,0,080047
E994,36,606,0,098036
E995,368,5753,0,073014
E997,49,989,0,064047
E998,137,2487,0,061050
E999,29,717,0,018087
F001,58,793,0,078078
F002,21,240,0,012099
F003,43,744,0,015136
F004,247,8189,0,087023
F005,440,11873,1,087024
F006,126,2866,0,076047
F007,12,152,0,012100
F009,113,2802,0,026039
F010,38,778,0,103042
F011,84,3460,0,028048
F012,136,4053,0,026040
F013,36,1173,0,028049
F015,43,960,0,006091
F016,66,2436,19,038012
F017,36,873,0,013144
F020,49,1326,0,010032
F021,37,796,0,109011
F022,138,2528,0,066054
F023,774,34920,0,045010
F024,250,2365,0,054028
F025,150,3504,21,047008
F027,504,16306,0,073015
F028,91,1347,0,098037
F029,184,6301,6301,039013
F030,229,5782,0,063044
F032,791,3076,0,053015
F033,58,2297,0,028050
F035,545,12702,0,046018
F037,37,225,0,096031
F041,51,230,0,001145
F042,97,1330,0,096032
F043,100,2994,0,061104
F044,26,863,0,044029
F045,13,139,0,022112
F046,12,172,0,009037
F047,62,1590,1590,003093
F048,42,221,0,103043
F050,111,1150,0,095026
F051,317,4516,0,043024
F052,775,21978,467,077014
F053,59,1230,0,001146
F054,378,10504,48,075042
F055,37,1181,6,070037
F058,39,1157,0,001147
F059,204,3858,1,071031
F061,1528,38046,0,081012
F063,158,5603,0,017107
F064,113,1700,0,058058
F065,431,12687,0,085009
F066,76,1734,0,083046
F067,111,1873,0,001148
F068,51,923,0,022113
F070,151,812,1,014040
F073,124,2487,0,091047
F074,37,1242,0,001149
F078,274,7902,0,108030
F080,149,3234,0,018088
F081,21,470,12,031011
F082,192,3939,0,034020
F083,209,5739,26,037037
F084,158,2420,0,015139
F085,45,792,104,016250
F086,86,3766,0,020034
F087,124,3043,0,036021
F088,71,1564,0,026041
F089,54,1224,0,093026
F092,36,1226,0,028052
F093,52,1572,44,003095
F095,48,1398,0,029032
F096,22,1075,58,006092
F097,161,5795,0,040019
F098,24,1196,0,010033
F100,182,4726,0,015140
F101,546,13475,0,075043
F102,35,266,0,098038
F104,440,24931,0,076048
F105,132,1300,0,080048
F106,190,5272,0,080049
F107,565,7058,0,089012
F108,185,2831,396,101014
F109,211,8761,0,075044
F110,48,795,0,064048
F111,170,6132,0,063045
F112,222,6449,0,080050
F113,74,1722,0,062039
F114,111,900,0,004122
F115,69,1017,0,014041
F116,141,3506,0,026081
F117,122,3350,219,075045
F118,34,696,0,021050
F119,208,4305,0,015142
F120,92,2616,2616,013145
F122,25,635,0,018089
F123,31,623,1,008034
F125,236,4627,1,078079
F126,850,16496,0,084023
F127,303,8472,3,058059
F130,77,2582,0,027022
F131,31,180,0,006093
F132,214,7193,0,021051
F133,245,4072,4058,097048
F134,50,1210,0,012101
F135,216,1072,0,041025
F136,68,974,0,041026
F137,116,4528,0,099023
F138,336,7831,0,065067
F139,191,3941,0,040020
F140,47,745,0,001150
F141,113,2924,0,064049
F144,85,1349,0,030058
F145,29,613,2,042024
F146,112,1775,0,103044
F147,64,1301,0,083047
F148,63,1411,0,028053
F149,39,521,0,098039
F151,66,888,0,013147
F152,695,19974,0,074010
F153,63,1208,0,014043
F154,30,532,13,012102
F155,97,1342,1342,015144
F156,205,4679,3,038014
F157,353,4850,0,101015
F158,2923,65063,0,083048
F161,136,3461,0,028054
F162,66,3321,0,063046
F165,36,1082,0,108031
F167,21,535,0,096033
F168,44,942,937,022114
F170,42,935,0,018090
F171,11,252,0,018091
F172,85,1056,354,023047
F173,93,1735,0,010034
F175,11,683,0,018092
F176,100,1637,0,022115
F182,56,1024,10,001152
F183,57,1930,0,022116
F184,197,3254,0,082047
F186,33,163,0,016134
F187,59,3398,2,022117
F188,40,697,39,003097
F189,24,236,0,096034
F190,114,2225,0,026042
F191,60,796,0,003098
F192,41,483,1,103045
F193,26,148,0,057037
F194,153,5127,1044,075046
F196,45,2918,1,069050
F200,62,1592,0,079077
F201,128,2590,0,077015
F202,55,2188,0,010035
F203,145,2306,0,061051
F205,4421,65535,0,015146
F206,395,12464,0,083049
F207,322,7688,0,102021
F208,85,1477,0,095027
F209,368,6724,0,087025
F210,114,2506,0,083050
F213,100,2582,0,009038
F214,67,1932,0,087026
F216,48,1007,0,017108
F217,406,5782,0,087027
F218,92,2962,0,023048
F219,104,2951,0,037038
F220,327,6731,0,110006
F221,194,8771,0,075047
F223,67,1897,0,065068
F224,374,5657,0,059014
F225,146,2974,0,046019
F226,23,689,0,009039
F229,417,15618,10819,027023
F230,135,5952,0,064050
F231,214,6459,0,087028
F232,73,1088,0,006094
F233,125,3002,0,070038
F238,72,3535,0,018093
F239,50,754,0,094027
F240,441,17808,0,036022
F241,197,9881,0,027024
F242,126,1884,0,083051
F243,42,884,0,016135
F244,259,8317,0,099005
F246,456,18778,0,082048
F247,71,1529,0,108032
F248,154,2767,0,097049
F249,96,744,0,076049
F250,452,19388,266,087029
F251,420,5458,0,083052
F254,25,289,0,005063
F256,85,1337,0,010036
F257,1609,58883,0,036023
F258,1197,40790,0,088006
F259,126,3177,0,040022
F260,116,1594,13,098056
F261,31,381,0,095084
F262,599,21798,106,072027
F263,117,2319,0,022118
F265,55,643,0,097050
F266,97,1858,0,030059
F267,125,3317,0,020035
F268,124,3039,0,043025
F269,318,10558,966,026043
F270,71,544,0,095028
F271,66,1070,0,095044
F272,186,3627,0,095029
F274,132,2791,0,062040
F275,57,625,0,030060
F276,15,156,0,016136
F277,89,1361,0,083053
F278,56,1116,0,065069
F279,35,322,0,004123
F280,421,15924,0,072028
F281,50,1301,0,006095
F283,175,1043,0,046020
F284,714,19886,0,072029
F287,67,1358,0,062041
F288,222,7466,2899,037039
F290,137,1042,0,008035
F293,18,547,0,006096
F294,28,363,0,070039
F295,317,3558,0,076050
F297,32,192,0,002078
F299,369,5459,0,084028
F301,144,2323,0,080051
F304,42,1033,0,097051
F305,37,762,0,013152
F307,24,611,0,022120
F308,101,318,0,005064
F309,60,504,0,004124
F310,63,1505,0,041027
F311,58,1307,6,005065
F312,55,963,4,004125
F313,127,920,0,006097
F315,15,198,0,001153
F316,48,1395,0,005066
F317,96,1138,1138,003100
F318,77,481,471,001154
F319,37,1078,0,057038
F320,35,245,0,006098
F322,61,606,0,070040
F323,39,648,43,005067
F324,116,2246,0,080052
F325,45,1342,0,005068
F326,67,900,0,004126
F327,40,882,0,001155
F328,56,604,0,016137
F329,13,163,0,004127
F330,41,968,0,004128
F332,66,1627,0,026044
F333,179,2607,0,111041
F335,393,12436,0,001156
F336,89,2029,0,005069
F337,29,233,0,006099
F338,15,358,0,004129
F340,105,2322,0,034022
F342,109,920,0,002079
F343,35,554,112,005070
F346,65,883,0,099006
F347,111,3020,0,041028
F348,262,8588,0,041029
F351,356,10852,0,004130
F352,440,14483,0,061052
F354,81,3260,0,010037
F355,48,817,0,004131
F356,346,7325,0,031012
F357,227,6472,2653,036042
F358,56,1306,0,004132
F359,222,4028,0,083054
F360,27,794,0,026045
F361,27,697,0,005071
F363,251,4124,0,037040
F364,35,756,0,102022
F365,38,369,0,006100
F367,62,1660,0,007043
F368,120,2556,0,083055
F369,59,1985,0,096035
F370,111,2728,0,078080
F371,36,932,0,021052
F372,37,670,410,013153
F373,71,2124,91,017109
F374,50,670,0,006101
F375,112,725,0,017110
F376,462,20197,0,072030
F377,608,16981,0,082049
F378,3,345,0,032002
F379,22,655,0,109012
F380,100,2357,0,044031
F381,60,1660,0,042025
F382,271,7703,0,028055
F383,380,9496,0,092109
F384,398,13394,8,047009
F385,106,2565,0,004133
F386,21,315,0,005072
F387,22,477,0,006102
F390,42,724,0,005073
F391,155,1867,0,070041
F392,34,761,0,021053
F393,127,1693,0,014044
F394,183,5138,0,028056
F395,129,3612,0,083056
F397,93,990,0,064051
F398,109,3093,0,048027
F399,309,4836,0,077016
F400,267,5074,0,083057
F401,190,3831,0,042035
F403,39,288,0,006103
F404,84,722,0,006104
F405,106,1828,0,004134
F407,32,378,0,001158
F408,12,647,0,004135
F409,21,579,0,005074
F410,167,6811,6811,047010
F411,44,519,0,001159
F414,159,3231,0,084024
F415,129,1430,0,044032
F416,551,12159,44,078081
F417,76,1135,0,018094
F419,383,9172,192,056035
F420,67,1513,0,001160
F422,176,1991,0,001161
F423,64,637,35,098040
F424,23,326,55,004136
F426,127,3245,0,065070
F427,81,1305,0,013154
F428,29,943,0,109013
F429,89,1548,1,094028
F430,48,583,0,057039
F432,101,3767,0,079080
F433,123,2503,6,069051
F434,60,1340,0,019058
F437,304,5900,5,053016
F440,71,2060,0,018095
F441,21,807,0,068023
F442,131,3321,0,024060
F443,542,12493,0,026046
F445,37,468,0,010038
F446,79,1106,0,057040
F448,129,3458,0,064052
F449,63,550,0,018096
F450,132,1552,0,041030
F452,87,2603,0,046021
F453,77,1737,0,042026
F454,145,4134,0,043026
F455,34,387,0,006105
F456,134,1455,0,054029
F457,298,3007,0,055017
F458,397,1415,0,050019
F460,16,276,0,043027
F461,84,1736,0,023049
F462,257,2691,0,055018
F463,171,4351,0,035027
F464,366,10692,152,024061
F465,97,2319,0,024062
F467,56,698,0,041031
F468,64,1144,0,005075
F469,39,418,0,006106
F471,280,12853,814,017113
F473,195,4192,672,034023
F475,123,1350,0,070042
F477,216,2763,0,058060
F478,108,1216,0,099030
F479,73,3066,0,065071
F480,236,3533,0,065072
F481,257,6147,0,065073
F482,123,3738,0,043028
F483,45,1377,0,103046
F484,81,1706,0,036024
F486,101,1546,0,024063
F487,36,675,0,044034
F488,87,3546,0,063047
F489,131,2990,0,085011
F491,58,1681,0,064053
F492,208,3223,0,054030
F493,27,718,0,109014
F494,115,2655,0,062042
F495,159,1653,0,070043
F496,66,2226,0,043029
F497,119,1877,0,041034
F498,31,286,1,069052
F499,123,9277,0,056036
F500,26,924,924,067027
F501,42,1676,0,044036
F502,112,1282,0,099008
F503,110,1677,83,036025
F504,39,1547,0,058061
F506,177,4742,0,064054
F507,26,439,0,065074
F508,83,3698,0,023050
F509,83,2056,0,109015
F510,57,1386,0,055019
F511,65,1232,0,064055
F512,53,1134,0,064056
F513,167,1074,0,055020
F514,34,2257,0,024064
F515,33,768,0,024065
F516,39,1534,0,044038
F517,47,848,0,109016
F518,26,126,0,006107
F519,233,3780,0,078082
F520,211,2318,0,109017
F522,254,9822,0,109018
F523,41,617,0,099009
F524,136,1000,0,041035
F526,88,1864,0,012103
F527,69,1471,0,005076
F528,19,727,0,008037
F529,177,4715,0,028057
F531,104,3567,0,073016
F532,12,1151,0,017111
F533,104,3395,0,041036
F534,58,976,0,058062
F535,21,652,0,069053
F536,17,410,0,109019
F537,604,10315,2592,102047
F538,86,960,0,071032
F540,87,1188,0,054031
F541,88,1649,149,057041
F542,15,165,0,090040
F543,118,1570,0,055021
F544,157,3510,0,082050
F545,129,3082,0,058063
F546,170,7775,0,064057
F547,45,806,0,016139
F548,92,953,0,070044
F549,31,870,0,109020
F550,23,460,0,004137
F551,209,5933,36,048028
F552,116,2267,0,043030
F553,215,5906,0,082051
F556,68,1037,0,005077
F557,36,599,0,062078
F558,14,337,1,004138
F559,72,4027,1432,064058
F560,173,5550,5458,042027
F561,42,635,0,097052
F562,36,405,0,006108
F563,98,2126,0,073017
F564,24,608,0,013155
F565,35,923,0,051023
F566,123,2521,0,064059
F567,98,3311,0,043041
F568,106,2092,0,076051
F569,50,313,0,070045
F570,50,1143,0,044044
F572,324,10103,3,100003
F573,172,1404,0,076052
F574,15,444,0,030061
F576,234,11162,0,070046
F578,81,574,1,069054
F579,78,431,0,057042
F580,62,924,0,094029
F581,94,1883,0,042036
F582,110,1528,4,069055
F585,498,10812,0,067037
F586,205,6945,0,079081
F587,86,1890,0,073018
F589,87,1371,0,041038
F590,122,1901,8,058064
F591,147,3956,0,044045
F592,475,9829,0,052015
F594,151,1660,0,051024
F595,426,3855,1,066056
F596,105,3127,0,093027
F597,94,2722,0,037041
F598,172,4143,0,052016
F599,24,394,0,109021
F600,98,2067,0,042029
F601,131,2321,0,094030
F603,78,1659,22,056037
F604,261,10796,0,075048
F605,205,5171,0,052017
F606,116,2077,0,056038
F607,77,2378,0,102023
F608,85,865,0,004139
F609,106,1093,0,011019
F610,125,4017,6,088007
F611,408,12884,0,058065
F612,250,741,0,053027
F614,81,2035,0,109022
F616,161,3805,5,059015
F618,116,3332,0,065075
F619,37,236,0,057043
F620,94,3218,0,060044
F621,151,5711,91,043031
F622,23,676,0,043032
F623,105,3660,793,075049
F625,232,9436,0,065076
F626,82,1042,0,109023
F627,124,3914,0,037042
F628,303,5702,0,051025
F629,258,1001,0,054032
F631,556,8488,0,071033
F632,280,5749,0,043043
F634,110,2596,0,042030
F636,331,5510,0,062043
F637,338,4888,0,077017
F638,10,287,0,018097
F639,26,436,0,103047
F640,72,2102,0,050020
F642,144,6148,66,036026
F644,25,296,0,018098
F646,666,21999,28,068024
F648,223,7951,0,048030
F651,32,505,0,001162
F653,126,3512,2968,109024
F654,26,1087,0,004140
F655,196,2828,0,084025
F656,480,16501,0,051026
F657,60,1055,0,097053
F660,100,811,0,064060
F661,46,1213,0,050021
F662,60,1859,0,024066
F664,29,440,0,109025
F665,39,632,0,109026
F666,26,351,331,004141
F667,188,2353,0,090041
F668,82,779,0,040028
F669,45,1145,0,004142
F670,50,527,0,018099
F671,151,4710,0,033027
F672,48,2548,1,017112
F674,65,1079,129,097054
F675,126,6509,0,024067
F676,74,1250,0,052018
F677,336,2704,0,053017
F679,152,5507,0,045011
F680,66,1884,353,017114
F681,67,1044,0,019059
F682,98,1603,0,010039
F685,53,1099,0,054033
F686,276,7505,0,050022
F687,57,2397,0,057044
F688,36,652,0,013157
F689,172,835,0,070047
F690,152,5828,0,067028
F692,62,1899,0,058066
F696,54,1601,1176,024068
F697,74,1117,3,109027
F698,53,924,0,095085
F701,75,2002,0,018100
F703,39,708,0,012104
F704,756,24663,0,108033
F705,94,3640,0,020036
F706,362,2956,0,037044
F707,67,926,0,006109
F708,240,5733,0,078083
F710,19,426,0,031013
F711,41,1191,0,012105
F712,240,5489,0,014045
F713,84,714,99,006110
F715,97,3328,0,099011
F716,193,7170,0,075050
F717,139,5679,0,062044
F718,101,2242,0,037045
F720,63,788,72,016140
F721,154,1544,0,090042
F722,29,342,0,109028
F723,134,1501,0,004143
F724,123,1693,0,033028
F725,94,2229,0,026047
F726,91,1913,0,007044
F727,83,816,0,095030
F728,177,3972,0,022123
F729,52,1485,6,026048
F730,139,2346,0,058067
F731,82,942,0,065077
F732,119,2402,1428,066057
F733,26,397,0,001163
F734,158,3046,0,058068
F735,105,2931,17,078084
F736,106,1655,0,012106
F737,35,681,0,006111
F738,68,1809,0,016141
